Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
78958,studyspace.net,0.001883031%,,"207,299",00:07:48,9.30,16.22%,
75239,econjobmarket.org,0.001881849%,,"331,366",00:04:42,5.36,32.85%,
47416,iesa.org,0.001880955%,20.60%,"345,825",00:05:49,8.73,31.96%,
75557,menlo.edu,0.001875960%,10.02%,"296,194",00:02:37,3.04,43.34%,
50504,eclass4learning.com,0.001866350%,-66.42%,"111,789",00:03:56,6.89,21.25%,
46961,jobs.aarp.org,0.001864774%,19.48%,"391,880",00:05:45,3.73,26.55%,Yes
45943,examlogin.com,0.001862559%,-25.60%,"220,271",00:12:35,11.13,9.80%,
48911,jobs.mit.edu,0.001859057%,39.23%,"346,024",00:04:31,8.26,10.55%,
50694,barcharts.com,0.001858405%,14.82%,"304,655",00:05:35,8.10,41.09%,
49405,kinkaid.org,0.001850436%,15.09%,"465,292",00:02:37,2.68,38.48%,
3136619,sscnr.net.in,0.001841493%,,"34,670",00:06:41,5.54,20.40%,
45577,tapweb.org,0.001841239%,-30.53%,"173,926",00:10:44,12.30,17.21%,
45672,hca.jobs,0.001840792%,29.60%,"327,318",00:04:34,9.98,9.37%,
476275,englishteststore.net,0.001838445%,-3.85%,"54,155",00:03:58,3.63,42.82%,Yes
84617,vwc.edu,0.001837501%,-14.85%,"305,984",00:05:56,2.81,49.84%,
53008,d102.org,0.001834198%,-19.75%,"299,811",00:02:40,3.22,44.71%,
45151,schoolstore.net,0.001832741%,-26.30%,"238,409",00:11:37,7.51,4.79%,
59817,nyssa.org,0.001829327%,25.15%,"336,901",00:03:33,5.78,40.53%,
45023,atrackonline.com,0.001827744%,,"450,920",00:06:54,7.61,9.16%,
117307,everyoneon.org,0.001827408%,-21.32%,"134,723",00:03:37,5.89,35.38%,
Estimated Visits,fenwickfriars.com,0.001827323%,-28.37%,284,760,00:02:40,2.88,39.17%,
78944,d64.org,0.001826855%,-24.48%,"191,156",00:03:46,3.43,39.49%,
59330,lrei.org,0.001815866%,,"356,202",00:02:34,2.75,46.07%,
59435,worwic.edu,0.001813145%,-18.95%,"202,425",00:03:31,2.91,32.26%,
58788,phonydiploma.com,0.001811281%,,"174,027",00:02:35,31.71,45.68%,
62520,kwiklearning.com,0.001809683%,-72.00%,"114,979",00:03:45,3.11,35.59%,
44659,oakdale.k12.ca.us,0.001808535%,,"461,946",00:03:59,5.37,15.85%,
144576,sra.com,0.001801060%,,"141,408",00:02:32,3.39,25.09%,
60210,tempositions.com,0.001800932%,,"266,187",00:04:55,6.89,21.29%,
146793,kmlhs.org,0.001799823%,28.12%,"184,434",00:02:53,2.67,30.16%,
106818,elmira.edu,0.001793026%,31.88%,"159,725",00:02:31,3.76,49.62%,
45228,jobs.kent.edu,0.001792839%,8.07%,"268,122",00:06:37,15.66,0.00%,
343651,elempleo.co.cr,0.001787607%,-23.57%,"38,366",00:06:32,12.83,18.37%,
66512,viewpoint.org,0.001785300%,-4.48%,"280,984",00:02:55,4.70,18.54%,
103375,jobthread.com,0.001775236%,-17.11%,"232,824",00:05:38,5.23,10.87%,
47103,acuho-i.org,0.001770058%,,"477,580",00:06:32,12.39,29.48%,
44872,jobs.okstate.edu,0.001753607%,,"348,410",00:04:37,9.69,7.39%,
44692,vhstigers.org,0.001749243%,-5.75%,"389,462",00:04:46,3.66,48.21%,
76063,spalding.k12.ga.us,0.001744280%,6.12%,"239,152",00:02:55,3.27,31.96%,
80087,adler.edu,0.001742913%,-11.49%,"196,195",00:02:52,2.66,47.12%,
288992,xplace.com,0.001737951%,,"104,259",00:05:42,6.01,43.47%,
43856,tapseries.com,0.001733011%,-12.72%,"320,250",00:04:39,4.86,23.03%,
44834,njit.jobs,0.001730357%,-28.44%,"194,405",00:03:45,14.21,1.92%,
Estimated Visits,xzbu.com,0.001730297%,,282,742,00:00:36,1.11,89.65%,
47677,jvs.org,0.001729010%,,"530,329",00:05:50,7.97,46.23%,
48785,careers.randomhouse.com,0.001724365%,21.45%,"499,120",00:03:41,2.77,32.97%,
228214,isic.org,0.001723426%,8.55%,"115,597",00:02:50,2.71,31.63%,
51397,berlitz.us,0.001716360%,14.06%,"389,054",00:02:39,4.15,38.14%,
73711,rework.jobs,0.001714261%,30.62%,"349,581",00:02:59,3.95,27.75%,
42207,debtoredu.com,0.001699024%,,"350,398",00:07:39,7.19,21.51%,
43559,shp.org,0.001686729%,8.76%,"375,887",00:03:33,3.36,20.21%,
41759,parentsquare.com,0.001677574%,,"643,352",00:05:50,4.27,35.90%,
43982,trcstaffing.com,0.001676171%,-32.60%,"184,669",00:02:43,3.33,45.10%,
44500,ctcl.org,0.001675061%,0.45%,"361,567",00:04:48,5.55,30.72%,
49616,activityhero.com,0.001674995%,-9.49%,"368,184",00:02:54,3.21,41.86%,
123299,westfieldnjk12.org,0.001670105%,-25.83%,"136,425",00:04:46,4.46,26.89%,
52925,stevenshenager.edu,0.001668874%,,"515,267",00:03:50,3.46,45.28%,
43920,tewksbury.k12.ma.us,0.001668483%,-22.98%,"277,981",00:02:59,4.66,27.31%,
129342,nyack.edu,0.001663982%,16.08%,"169,580",00:03:46,5.04,35.87%,
174570,kgi.edu,0.001663971%,16.88%,"177,493",00:02:33,2.80,50.62%,
42010,d23.org,0.001663760%,,"786,832",00:02:47,2.80,37.53%,
51685,alexander.k12.nc.us,0.001652909%,,"598,132",00:04:39,3.19,48.71%,
99031,bloomfield.edu,0.001646951%,2.02%,"220,404",00:03:31,3.31,28.17%,
Estimated Visits,newstudyhall.org,0.001646846%,2.53%,371,242,00:05:12,3.78,40.58%,Yes
60447,gwd50.org,0.001640026%,-24.24%,"278,233",00:03:40,2.97,47.28%,
41162,researchmatch.org,0.001638635%,-35.24%,"328,618",00:02:58,2.87,34.51%,
40271,jobs.villanova.edu,0.001637280%,0.61%,"348,967",00:04:37,7.68,29.94%,
40146,hsaeuless.org,0.001634497%,,"574,674",00:03:38,4.48,31.34%,
50415,greensboro.edu,0.001627564%,-12.44%,"270,578",00:02:53,3.39,49.44%,
62218,careers.informatica.com,0.001626593%,11.33%,"300,919",00:02:57,4.49,42.59%,
45833,mvsu.edu,0.001625325%,-38.84%,"214,229",00:03:40,3.24,38.60%,
39905,campusparc.com,0.001624709%,-27.00%,"339,153",00:04:52,3.67,37.08%,
82755,pingry.org,0.001624127%,6.32%,"270,502",00:02:32,4.25,37.93%,
41461,georgiaoas.org,0.001623693%,,"313,752",00:06:53,8.88,28.58%,
45836,jobs.uark.edu,0.001622841%,6.43%,"327,289",00:05:37,9.44,21.62%,
49817,wethersfield.k12.ct.us,0.001622711%,-19.92%,"235,986",00:03:56,3.14,36.20%,
40355,wvssac.org,0.001618141%,6.29%,"313,276",00:04:47,7.00,26.42%,
49772,startupers.com,0.001617279%,13.49%,"445,309",00:02:45,3.74,43.62%,
45449,jsc.edu,0.001614524%,-5.86%,"397,184",00:04:57,3.58,46.50%,
41630,mccnh.edu,0.001613854%,-25.65%,"306,816",00:03:45,3.24,29.96%,
39611,safe2drive.com,0.001610833%,-24.49%,"220,981",00:21:54,19.08,30.46%,
5124902,computrabajo.com.co,0.001609829%,-25.88%,"3,284",00:07:48,5.11,34.48%,Yes
864508,pu.edu.pk,0.001605137%,-49.36%,"18,491",00:02:53,2.71,44.12%,
64338,cumberland.edu,0.001603145%,-18.20%,"188,497",00:04:42,3.57,47.46%,
Estimated Visits,pstaffing.com,0.001602956%,2.70%,544,195,00:02:01,2.14,47.12%,
6965201,indeed.fr,0.001599864%,-18.63%,"4,054",00:03:34,3.33,42.03%,Yes
42923,jobs.fgcu.edu,0.001590152%,-13.67%,"269,926",00:07:56,10.37,0.00%,
39014,bmtisd.com,0.001588365%,17.79%,"493,284",00:06:31,5.68,36.40%,
39330,gaetc.org,0.001584470%,,"632,886",00:03:49,3.56,23.35%,
182022,humanatic.com,0.001579183%,-18.39%,"50,041",00:14:37,16.34,18.25%,
60929,richdadeducation.com,0.001578796%,-8.72%,"286,711",00:03:45,3.70,34.99%,
66714,iss.edu,0.001577172%,,"356,600",00:08:46,5.73,28.99%,
40831,campustours.com,0.001569760%,,"646,727",00:06:53,6.47,14.29%,Yes
133430,dliflc.edu,0.001563909%,,"152,798",00:02:55,3.49,32.59%,
39344,asvabprogram.com,0.001556967%,,"532,346",00:05:47,6.66,47.22%,
1134858,ie.edu,0.001547601%,2.24%,"31,035",00:02:39,2.76,49.13%,
39058,jobs.seattleu.edu,0.001538609%,14.92%,"445,330",00:03:41,5.54,42.58%,
44510,bizkids.com,0.001532665%,,"651,731",00:04:41,5.62,49.67%,
58023,sheridan.edu,0.001527921%,-20.21%,"279,242",00:02:31,3.15,37.66%,
38696,jjktrainingportal.com,0.001526262%,-1.08%,"225,166",00:16:55,16.46,15.15%,
Estimated Visits,manitowocpublicschools.org,0.001526154%,-46.50%,172,926,00:02:02,1.25,69.07%,
91235,dc.edu,0.001522552%,-7.60%,"144,285",00:02:39,2.74,38.70%,
48333,appitic.com,0.001518636%,,"483,859",00:02:38,3.67,43.54%,
422195,mof.sy,0.001514913%,,"109,126",00:06:56,5.57,24.88%,
189059,jobs.echinacities.com,0.001509406%,5.05%,"60,232",00:08:59,6.51,32.59%,
39506,barron.k12.wi.us,0.001508304%,5.22%,"456,327",00:02:42,2.77,24.51%,
46175,sloan.org,0.001503956%,-14.50%,"372,572",00:02:34,4.50,39.37%,
2137248,miriadax.net,0.001500352%,,"15,243",00:10:59,8.49,43.75%,
39221,hamstudy.org,0.001494746%,9.15%,"457,257",00:03:43,3.44,33.47%,
82723,shorttask.com,0.001486775%,7.25%,"205,978",00:04:34,8.18,26.76%,
91927,mnu.edu,0.001486772%,,"215,132",00:02:43,2.68,45.77%,
61796,sewickley.org,0.001485244%,,"358,765",00:03:31,3.03,48.74%,
37068,sthildas.org,0.001483429%,,"464,792",00:04:53,4.60,14.11%,
38642,jobs.ufl.edu,0.001478326%,-8.03%,"285,132",00:04:46,4.11,34.26%,
37746,eureka.org,0.001477226%,,"274,646",00:10:59,14.86,15.19%,
36406,kelolandemployment.com,0.001476973%,-2.66%,"300,048",00:08:37,11.02,19.43%,Yes
36362,barronsregents.com,0.001469372%,,"506,709",00:20:39,24.82,14.29%,
55364,jobs.sequoiacap.com,0.001463704%,8.08%,"390,580",00:03:47,5.53,42.97%,
37959,exploravision.org,0.001460392%,,"470,149",00:06:39,4.56,29.75%,
122468,learningchocolate.com,0.001457302%,4.92%,"163,136",00:09:32,6.96,29.87%,Yes
91671,da.org,0.001446500%,-11.81%,"228,516",00:04:31,5.50,34.39%,
69592,dewey.info,0.001443263%,-16.18%,"267,081",00:04:47,6.95,40.28%,
284723,huayuworld.org,0.001441359%,,"86,252",00:05:46,3.82,32.71%,
67205,pilothiring.com,0.001438983%,,"273,377",00:03:58,8.70,26.00%,
Estimated Visits,aimsedu.org,0.001438409%,,307,250,00:09:05,6.25,45.99%,
36671,smdep.org,0.001428779%,,"706,338",00:04:46,3.96,30.00%,
55777,lirn.net,0.001421480%,-16.46%,"218,609",00:05:47,2.61,29.68%,
127997,erin.ne.jp,0.001418495%,,"145,636",00:05:51,7.89,31.35%,
132309,hutchcc.edu,0.001409589%,-3.90%,"109,478",00:03:53,2.72,40.27%,
35475,collegiateacb.com,0.001407246%,-63.12%,"162,440",00:02:57,5.12,27.01%,
663546,aldaba.com,0.001403789%,-31.68%,"39,188",00:16:36,9.16,12.78%,Yes
34855,bcconline.com,0.001402714%,-4.73%,"541,441",00:05:47,3.56,26.35%,
79357,cecil.edu,0.001401633%,,"252,011",00:03:39,4.46,43.37%,
34755,ecybermission.com,0.001396569%,,"773,136",00:04:56,7.38,24.54%,
53616,globaluniversity.edu,0.001396498%,-16.80%,"267,015",00:07:50,6.50,34.17%,
35278,dc37.net,0.001385212%,-8.07%,"405,124",00:03:54,4.22,33.33%,
40811,centrelearn.com,0.001383089%,-8.90%,"314,055",00:09:41,12.72,16.63%,
138944,careers.macquarie.com,0.001382641%,,"233,760",00:02:34,4.00,35.97%,
77461,pnwu.edu,0.001379911%,,"474,278",00:03:51,3.38,28.44%,
48829,spongelab.com,0.001374253%,-6.06%,"307,202",00:04:47,6.30,47.26%,
33703,jobsthatserve.com,0.001372229%,,"415,112",00:04:47,8.04,11.83%,
2304921,nts.org.pk,0.001371103%,-0.05%,"16,006",00:03:40,4.06,34.82%,Yes
34535,cfgbusinessaccess.com,0.001368677%,-4.99%,"423,035",00:02:56,5.66,9.64%,
53466,jobgabon.com,0.001366600%,-34.18%,"226,379",00:09:37,6.09,24.18%,
117612,vermontlaw.edu,0.001366042%,-10.93%,"164,111",00:02:47,2.87,49.33%,
35721,jobs.usu.edu,0.001362420%,-28.10%,"297,219",00:06:34,13.13,12.00%,
8076272,kariyer.net,0.001362131%,-57.68%,"2,375",00:08:49,4.67,34.77%,
Estimated Visits,101bestandbrightest.com,0.001361967%,-7.57%,551,028,00:01:00,1.39,60.07%,
33410,jaxjobs.com,0.001357492%,,"395,641",00:04:37,5.15,39.76%,Yes
34579,icc.coop,0.001357235%,,"1,026,855",00:06:49,9.18,20.15%,
76113,piedmont.edu,0.001355788%,,"196,444",00:03:44,3.23,37.88%,
883499,gestiondocumental.gob.ec,0.001347575%,-27.81%,"28,630",00:10:59,8.79,8.36%,
40658,jobs.careers.org,0.001345689%,,"506,545",00:02:46,4.18,47.79%,Yes
94214,cairn.edu,0.001345209%,-6.62%,"200,354",00:06:41,4.38,28.54%,
277399,escapethecity.org,0.001340719%,-15.05%,"67,657",00:03:49,5.70,36.99%,
34012,nykidsclub.com,0.001340273%,,"497,403",00:02:56,5.09,17.56%,
39107,sumday.com,0.001339335%,,"521,610",00:02:51,4.13,32.08%,
39243,roadtripnation.org,0.001334953%,-9.56%,"237,540",00:05:44,10.61,31.25%,
38829,pencol.edu,0.001332219%,-1.80%,"414,266",00:04:32,2.67,43.39%,
1767279,opcionempleo.com.mx,0.001324932%,-9.09%,"17,807",00:04:42,2.71,49.52%,Yes
45685,crteacher2.com,0.001319527%,,"348,315",00:11:32,15.37,7.20%,
70979,bryan.edu,0.001319091%,-26.29%,"137,278",00:02:40,2.74,44.12%,
